make,model,version,gear_type,fuel_type,power,kms,registration,price,is_prediction,rep_id,price_base,status,damages,diagnostico_dmgs
860,1397,7592,3,2,125,31446,05/2021,15299,False,1,15299,tasado,,perfecto
790,1229,6843,3,2,150,90751,11/2018,17399,False,1,17399,tasado,,perfecto
720,1178,6504,3,1,110,141135,06/2015,7599,False,1,7599,tasado,,perfecto
590,962,5192,3,2,117,74530,03/2019,13799,False,1,13799,tasado,,perfecto
590,962,5192,3,2,117,125151,04/2019,12599,False,1,12599,tasado,,perfecto
280,454,2175,3,2,110,47250,08/2018,10999,False,1,10999,tasado,,perfecto
670,1127,6149,1,1,131,35532,01/2024,22199,False,1,22199,tasado,,perfecto
130,157,805,1,2,136,45984,08/2022,23699,False,1,23699,tasado,,perfecto
190,267,1462,3,2,110,41767,11/2020,15699,False,1,15699,tasado,,perfecto
580,956,5150,1,1,150,97163,11/2019,17699,False,1,17699,tasado,,perfecto
910,1511,8385,1,1,197,72917,12/2021,25299,False,1,25299,tasado,,perfecto
60,80,287,1,2,180,128551,04/2016,14999,False,1,14999,tasado,,perfecto
670,1126,6140,1,1,131,56403,12/2021,16399,False,1,16399,tasado,,perfecto
670,1133,6205,3,1,115,149421,09/2017,15899,False,1,15899,tasado,,perfecto
345,615,3071,3,2,120,17983,08/2022,15999,False,1,15999,tasado,,perfecto
130,159,875,1,1,150,142140,05/2018,15999,False,1,15999,tasado,,perfecto
670,1126,6138,3,2,100,46727,03/2023,14499,False,1,14499,tasado,,perfecto
190,271,1496,3,2,82,50714,02/2019,8799,False,1,8799,tasado,,perfecto
905,1471,8065,1,2,150,24299,05/2024,29199,False,1,29199,tasado,,perfecto
720,1174,6450,1,3,143,9493,02/2024,21599,False,1,21599,tasado,,perfecto
790,1235,6914,3,2,150,61685,12/2021,19899,False,1,19899,tasado,,perfecto
800,1256,7019,3,2,150,75629,12/2021,16899,False,1,16899,tasado,,perfecto
130,157,804,3,1,150,145515,12/2015,13699,False,1,13699,tasado,,perfecto
720,1174,6446,3,2,140,6674,09/2023,19799,False,1,19799,tasado,,perfecto
225,1029,5477,1,1,130,126112,05/2016,12999,False,1,12999,tasado,,perfecto
860,1360,7432,3,2,72,45881,08/2022,12699,False,1,12699,tasado,,perfecto
130,157,804,1,1,150,151697,06/2015,13899,False,1,13899,tasado,,perfecto
60,101,598,3,1,150,122032,02/2018,17799,False,1,17799,tasado,,perfecto
650,1065,5660,3,2,75,92133,01/2018,7499,False,1,7499,tasado,,perfecto
720,1174,6441,3,2,91,119323,12/2020,12199,False,1,12199,tasado,,perfecto
340,562,2862,3,2,130,126691,06/2017,14999,False,1,14999,tasado,,perfecto
425,718,3533,3,2,100,104701,06/2017,8899,False,1,8899,tasado,,perfecto
285,510,2530,3,2,125,38669,01/2023,18399,False,1,18399,tasado,,perfecto
285,514,2593,3,1,120,102700,02/2019,11499,False,1,11499,tasado,,perfecto
345,626,3119,3,1,136,106713,07/2022,19499,False,1,19499,tasado,,perfecto
60,85,404,1,2,225,154080,03/2014,14899,False,1,14899,tasado,,perfecto
860,1355,7401,3,2,115,70760,09/2017,12699,False,1,12699,tasado,,perfecto
580,953,5132,1,2,178,12552,06/2023,28199,False,1,28199,tasado,,perfecto
340,583,2947,1,3,184,13552,12/2024,35099,False,1,35099,tasado,,perfecto
910,1517,8487,1,1,197,114538,12/2020,28499,False,1,28499,tasado,,perfecto
860,1360,7432,3,2,72,2459,08/2025,15099,False,1,15099,tasado,,perfecto
905,1444,7902,1,2,95,32734,09/2020,15099,False,1,15099,tasado,,perfecto
425,718,3536,3,2,85,137919,09/2017,7799,False,1,7799,tasado,,perfecto
670,1106,5979,3,1,102,52030,12/2022,13699,False,1,13699,tasado,,perfecto
60,105,648,1,3,299,128709,12/2020,26299,False,1,26299,tasado,,perfecto
280,454,2169,3,2,120,16326,07/2020,14099,False,1,14099,tasado,,perfecto
868,928,5047,1,3,258,107915,06/2021,16299,False,1,16299,tasado,,perfecto
425,727,3590,3,2,85,43149,10/2017,11499,False,1,11499,tasado,,perfecto
60,80,295,1,2,150,84939,12/2019,18199,False,1,18199,tasado,,perfecto
720,1204,6728,1,2,200,121020,06/2016,13399,False,1,13399,tasado,,perfecto
425,727,3590,3,2,84,28033,12/2021,13499,False,1,13499,tasado,,perfecto
60,105,628,1,1,190,111892,01/2019,25599,False,1,25599,tasado,,perfecto
580,956,5150,3,1,110,138699,05/2016,10299,False,1,10299,tasado,,perfecto
860,1360,7432,1,2,72,71233,05/2022,13399,False,1,13399,tasado,,perfecto
590,962,5193,3,1,115,135956,01/2018,11699,False,1,11699,tasado,,perfecto
130,161,969,1,1,190,68732,09/2022,34699,False,1,34699,tasado,,perfecto
905,1475,8084,1,1,150,135134,07/2020,22299,False,1,22299,tasado,,perfecto
650,1055,5587,3,1,110,136198,02/2015,8099,False,1,8099,tasado,,perfecto
670,1126,6138,3,2,100,30806,03/2022,13899,False,1,13899,tasado,,perfecto
487,789,3937,1,3,184,100026,07/2019,20299,False,1,20299,tasado,,perfecto
800,1265,7085,1,2,150,112809,12/2017,14099,False,1,14099,tasado,,perfecto
720,1191,6627,3,2,140,88539,06/2019,13699,False,1,13699,tasado,,perfecto
790,1235,6914,3,2,131,143591,10/2018,12599,False,1,12599,tasado,,perfecto
425,725,3570,3,2,135,67984,01/2016,11999,False,1,11999,tasado,,perfecto
40,47,175,1,1,131,39540,12/2022,21699,False,1,21699,tasado,,perfecto
60,84,391,1,2,150,23567,06/2022,25599,False,1,25599,tasado,,perfecto
905,1425,7760,3,1,116,155959,07/2020,14199,False,1,14199,tasado,,perfecto
20,8,13,3,2,179,31198,11/2022,21599,False,1,21599,tasado,,perfecto
580,958,5176,3,1,95,101437,05/2018,12199,False,1,12199,tasado,,perfecto
790,1229,6842,1,2,150,130372,09/2017,15099,False,1,15099,tasado,,perfecto
225,1005,5384,3,2,114,86700,03/2021,14499,False,1,14499,tasado,,perfecto
720,1174,6447,3,1,116,113580,05/2021,14099,False,1,14099,tasado,,perfecto
550,849,4116,1,2,121,39523,02/2022,19699,False,1,19699,tasado,,perfecto
860,1355,7401,3,2,115,89952,08/2015,10999,False,1,10999,tasado,,perfecto
570,872,4227,1,2,163,32008,01/2020,25999,False,1,25999,tasado,,perfecto
730,764,3752,3,1,150,97684,04/2016,13299,False,1,13299,tasado,,perfecto
285,509,2509,3,2,100,145465,10/2017,8799,False,1,8799,tasado,,perfecto
790,1229,6842,3,2,150,63092,10/2018,16499,False,1,16499,tasado,,perfecto
570,876,4282,1,2,136,15158,09/2020,21799,False,1,21799,tasado,,perfecto
194,344,1876,1,3,141,21847,12/2023,22199,False,1,22199,tasado,,perfecto
190,271,1496,3,2,110,70508,06/2019,8199,False,1,8199,tasado,,perfecto
720,1174,6439,3,2,90,86065,04/2016,9299,False,1,9299,tasado,,perfecto
860,1397,7592,3,2,125,47225,09/2022,15399,False,1,15399,tasado,,perfecto
670,1106,5975,1,2,101,82967,01/2020,11599,False,1,11599,tasado,,perfecto
790,1235,6907,1,2,150,114617,05/2018,14499,False,1,14499,tasado,,perfecto
60,101,600,1,1,150,110018,08/2021,26599,False,1,26599,tasado,,perfecto
425,724,3562,3,1,128,69346,07/2015,9899,False,1,9899,tasado,,perfecto
285,525,2680,3,1,120,132094,08/2020,13699,False,1,13699,tasado,,perfecto
285,510,2529,3,2,125,106564,01/2020,14199,False,1,14199,tasado,,perfecto
345,604,3025,3,1,136,134970,04/2021,12699,False,1,12699,tasado,,perfecto
285,509,2510,3,2,125,63092,05/2023,14999,False,1,14999,tasado,,perfecto
60,80,280,3,2,150,110782,12/2016,15199,False,1,15199,tasado,,perfecto
225,1029,5470,3,2,115,126825,01/2017,11499,False,1,11499,tasado,,perfecto
345,615,3071,3,2,120,27853,07/2022,15599,False,1,15599,tasado,,perfecto
910,1517,8491,3,1,135,143179,10/2014,14499,False,1,14499,tasado,,perfecto
720,1175,6464,3,1,101,19030,09/2023,15199,False,1,15199,tasado,,perfecto
720,1183,6550,1,1,110,50283,12/2017,14599,False,1,14599,tasado,,perfecto
650,1069,5699,3,1,131,126286,06/2019,11999,False,1,11999,tasado,,perfecto
130,159,889,1,3,204,12901,05/2024,31999,False,1,31999,tasado,,perfecto
670,1106,5979,3,1,102,105375,02/2022,11599,False,1,11599,tasado,,perfecto
60,84,389,1,1,163,121989,02/2020,21399,False,1,21399,tasado,,perfecto
868,928,5047,1,3,258,33689,03/2024,22499,False,1,22499,tasado,,perfecto
860,1397,7593,1,3,120,65557,06/2021,16699,False,1,16699,tasado,,perfecto
345,615,3076,1,3,141,28743,03/2024,24099,False,1,24099,tasado,,perfecto
905,1476,8086,1,2,150,115499,04/2018,19799,False,1,19799,tasado,,perfecto
860,1397,7593,1,3,116,129128,12/2020,14299,False,1,14299,tasado,,perfecto
905,1444,7902,3,2,95,51467,12/2021,16099,False,1,16099,tasado,,perfecto
194,345,1881,3,1,90,141923,07/2015,8699,False,1,8699,tasado,,perfecto
285,510,2530,3,2,125,92027,10/2020,14399,False,1,14399,tasado,,perfecto
860,1397,7593,1,3,101,98541,05/2017,12699,False,1,12699,tasado,,perfecto
910,1511,8389,1,1,135,135275,01/2015,13199,False,1,13199,tasado,,perfecto
189,322,1790,1,2,300,62684,12/2020,29599,False,1,29599,tasado,,perfecto
285,510,2529,3,2,125,37663,04/2019,15199,False,1,15199,tasado,,perfecto
285,509,2510,3,2,155,44674,11/2021,14499,False,1,14499,tasado,,perfecto
570,881,4399,1,2,210,120650,06/2015,18399,False,1,18399,tasado,,perfecto
550,849,4115,3,2,120,78771,01/2018,14399,False,1,14399,tasado,,perfecto
570,881,4384,1,2,122,88601,11/2018,19599,False,1,19599,tasado,,perfecto
60,78,262,3,2,85,127787,10/2013,10399,False,1,10399,tasado,,perfecto
670,1130,6172,1,1,131,66056,03/2023,23399,False,1,23399,tasado,,perfecto
190,278,1555,3,1,120,80121,07/2016,11499,False,1,11499,tasado,,perfecto
285,525,2677,1,2,155,36266,01/2022,18499,False,1,18499,tasado,,perfecto
905,1472,8069,1,2,110,26081,01/2024,21799,False,1,21799,tasado,,perfecto
800,1262,7070,3,1,90,105933,09/2015,8199,False,1,8199,tasado,,perfecto
550,839,4056,3,2,122,87095,09/2020,17299,False,1,17299,tasado,,perfecto
390,675,3366,1,2,131,6620,11/2024,26299,False,1,26299,tasado,,perfecto
720,1191,6631,1,1,116,42052,05/2024,16999,False,1,16999,tasado,,perfecto
905,1427,7781,1,1,150,101242,12/2020,24399,False,1,24399,tasado,,perfecto
650,1069,5699,3,1,131,113329,08/2019,12699,False,1,12699,tasado,,perfecto
650,1071,5711,3,1,135,106803,06/2016,9099,False,1,9099,tasado,,perfecto
189,325,1802,1,3,245,125026,04/2022,20699,False,1,20699,tasado,,perfecto
345,626,3125,3,1,115,115265,12/2017,13499,False,1,13499,tasado,,perfecto
225,1046,5536,1,1,130,124005,07/2017,13899,False,1,13899,tasado,,perfecto
910,1517,8487,1,2,197,44951,04/2023,31899,False,1,31899,tasado,,perfecto
390,675,3368,3,1,120,75752,06/2020,16199,False,1,16199,tasado,,perfecto
425,729,3601,3,2,160,41026,07/2021,17599,False,1,17599,tasado,,perfecto
800,1257,7022,1,2,150,32526,09/2023,22699,False,1,22699,tasado,,perfecto
345,615,3072,3,2,120,21842,02/2022,16599,False,1,16599,tasado,,perfecto
130,157,802,3,1,115,137622,02/2015,11699,False,1,11699,tasado,,perfecto
190,275,1525,3,2,131,75782,09/2022,12999,False,1,12999,tasado,,perfecto
189,324,1800,1,2,310,71031,06/2021,28299,False,1,28299,tasado,,perfecto
650,1096,5920,3,1,135,142721,11/2014,8599,False,1,8599,tasado,,perfecto
550,853,4131,3,2,122,99771,12/2021,17799,False,1,17799,tasado,,perfecto
130,161,967,1,1,190,158317,02/2015,15299,False,1,15299,tasado,,perfecto
345,613,3066,3,1,115,147103,05/2014,9999,False,1,9999,tasado,,perfecto
790,1229,6843,3,2,150,76550,07/2019,17299,False,1,17299,tasado,,perfecto
550,849,4116,1,2,121,32788,11/2020,19499,False,1,19499,tasado,,perfecto
60,85,408,1,1,204,58541,03/2022,31999,False,1,31999,tasado,,perfecto
425,727,3589,3,2,101,118709,06/2021,11999,False,1,11999,tasado,,perfecto
345,604,3014,3,2,101,9087,06/2025,18999,False,1,18999,tasado,,perfecto
720,1191,6631,3,1,116,75327,07/2021,15299,False,1,15299,tasado,,perfecto
860,1355,7407,1,3,136,115097,10/2015,13399,False,1,13399,tasado,,perfecto
670,1126,6140,3,1,110,63022,08/2021,14899,False,1,14899,tasado,,perfecto
560,1272,7114,3,2,90,31778,06/2015,8099,False,1,8099,tasado,,perfecto
868,932,5059,3,2,106,23040,03/2024,13899,False,1,13899,tasado,,perfecto
60,101,601,1,2,150,50285,07/2019,23399,False,1,23399,tasado,,perfecto
345,608,3043,1,3,141,39105,08/2019,15399,False,1,15399,tasado,,perfecto
905,1427,7781,3,1,116,118982,05/2021,15299,False,1,15299,tasado,,perfecto
60,78,261,3,2,95,57284,01/2016,12899,False,1,12899,tasado,,perfecto
650,1065,5653,3,2,85,76542,01/2014,6799,False,1,6799,tasado,,perfecto
345,602,3003,3,2,75,50029,11/2019,9599,False,1,9599,tasado,,perfecto
670,1111,6012,3,2,130,127481,08/2018,7699,False,1,7699,tasado,,perfecto
425,692,3437,3,1,115,115344,11/2015,9999,False,1,9999,tasado,,perfecto
189,324,1800,1,2,310,48822,11/2020,29499,False,1,29499,tasado,,perfecto
60,88,469,1,1,190,71823,12/2016,19799,False,1,19799,tasado,,perfecto
670,1127,6154,1,3,299,66711,08/2022,20799,False,1,20799,tasado,,perfecto
425,727,3588,3,2,120,30833,01/2020,13899,False,1,13899,tasado,,perfecto
285,514,2591,3,2,125,67731,11/2017,11999,False,1,11999,tasado,,perfecto
285,525,2677,1,2,155,51746,05/2022,18899,False,1,18899,tasado,,perfecto
285,510,2530,3,2,125,76270,11/2022,15499,False,1,15499,tasado,,perfecto
670,1126,6140,3,1,110,57056,10/2021,14399,False,1,14399,tasado,,perfecto
189,325,1803,1,3,204,3992,04/2025,30299,False,1,30299,tasado,,perfecto
225,1005,5384,3,2,117,45213,07/2020,13899,False,1,13899,tasado,,perfecto
20,2,3,3,2,179,22446,08/2024,24899,False,1,24899,tasado,,perfecto
130,159,887,1,1,190,76815,07/2017,21999,False,1,21999,tasado,,perfecto
285,499,2447,3,2,100,96748,05/2017,7799,False,1,7799,tasado,,perfecto
345,626,3120,3,2,150,18946,07/2023,21899,False,1,21899,tasado,,perfecto
570,872,4225,1,2,150,37187,06/2023,27499,False,1,27499,tasado,,perfecto
580,958,5166,1,2,135,16347,02/2024,22899,False,1,22899,tasado,,perfecto
570,898,4637,1,2,163,74355,09/2022,30999,False,1,30999,tasado,,perfecto
194,343,1865,3,1,116,49438,11/2019,15399,False,1,15399,tasado,,perfecto
905,1479,8118,3,2,60,84177,06/2014,6599,False,1,6599,tasado,,perfecto
720,1191,6631,3,1,116,100649,12/2018,11399,False,1,11399,tasado,,perfecto
130,174,1104,1,2,136,50787,05/2021,22199,False,1,22199,tasado,,perfecto
670,1126,6138,3,2,101,33923,03/2023,14799,False,1,14799,tasado,,perfecto
425,708,3495,1,3,141,105224,06/2020,16299,False,1,16299,tasado,,perfecto
580,956,5150,1,1,150,114598,12/2018,16199,False,1,16199,tasado,,perfecto
800,1259,7058,1,2,265,26813,11/2024,34199,False,1,34199,tasado,,perfecto
425,727,3589,3,2,101,60250,05/2021,13299,False,1,13299,tasado,,perfecto
670,1126,6138,3,2,130,30331,08/2021,13999,False,1,13999,tasado,,perfecto
345,602,3000,3,2,101,157045,09/2018,7799,False,1,7799,tasado,,perfecto
905,1463,8036,1,1,150,145889,12/2017,31099,False,1,31099,tasado,,perfecto
60,105,628,1,1,163,133448,01/2019,26399,False,1,26399,tasado,,perfecto
570,881,4386,1,2,163,68874,07/2019,24999,False,1,24999,tasado,,perfecto
390,679,3395,3,2,120,75543,06/2020,13599,False,1,13599,tasado,,perfecto
190,277,1550,3,1,102,79847,09/2019,10599,False,1,10599,tasado,,perfecto
860,1392,7570,1,3,218,117004,08/2020,24499,False,1,24499,tasado,,perfecto
550,861,4155,3,2,160,105617,01/2017,17399,False,1,17399,tasado,,perfecto
905,1425,7760,3,1,110,144484,12/2016,11399,False,1,11399,tasado,,perfecto
670,1126,6138,1,2,131,65128,01/2022,15199,False,1,15199,tasado,,perfecto
720,1191,6636,3,1,130,79188,08/2016,11499,False,1,11499,tasado,,perfecto
285,537,2764,3,1,131,66892,02/2022,31199,False,1,31199,tasado,,perfecto
285,510,2529,3,2,125,61527,11/2017,10299,False,1,10299,tasado,,perfecto
345,626,3120,3,2,150,33073,03/2023,20399,False,1,20399,tasado,,perfecto
650,1066,5675,3,2,82,59678,04/2019,8999,False,1,8999,tasado,,perfecto
720,1191,6624,3,2,115,88045,02/2015,8999,False,1,8999,tasado,,perfecto
130,158,833,1,1,150,72637,10/2017,16199,False,1,16199,tasado,,perfecto
800,1256,7019,1,2,150,15007,09/2024,24299,False,1,24299,tasado,,perfecto
910,1517,8487,1,1,197,131783,12/2021,26799,False,1,26799,tasado,,perfecto
425,718,3536,3,2,85,126083,08/2016,7799,False,1,7799,tasado,,perfecto
905,1478,8117,3,1,150,135590,07/2017,18599,False,1,18599,tasado,,perfecto
60,77,259,1,2,110,33873,10/2022,20299,False,1,20299,tasado,,perfecto
570,898,4637,3,1,135,139741,05/2015,15199,False,1,15199,tasado,,perfecto
425,727,3589,3,2,101,29313,12/2022,15299,False,1,15299,tasado,,perfecto
570,881,4387,1,1,150,75020,07/2022,31599,False,1,31599,tasado,,perfecto
790,1235,6911,1,2,150,109231,11/2020,16099,False,1,16099,tasado,,perfecto
860,1398,7599,1,3,120,30863,11/2023,22299,False,1,22299,tasado,,perfecto
285,501,2456,1,1,120,90466,06/2017,12399,False,1,12399,tasado,,perfecto
190,277,1548,3,2,110,109435,10/2020,9299,False,1,9299,tasado,,perfecto
60,101,602,1,2,150,76610,12/2019,23299,False,1,23299,tasado,,perfecto
905,1425,7760,3,1,105,98260,08/2015,11899,False,1,11899,tasado,,perfecto
905,1403,7612,1,1,150,77864,11/2018,20299,False,1,20299,tasado,,perfecto
790,1235,6914,3,2,131,95711,07/2021,15699,False,1,15699,tasado,,perfecto
910,1516,8477,1,1,150,124986,02/2020,20399,False,1,20399,tasado,,perfecto
225,1010,5406,3,2,101,136963,03/2019,9199,False,1,9199,tasado,,perfecto
720,1202,6702,3,1,110,78776,07/2014,8999,False,1,8999,tasado,,perfecto
190,272,1512,3,1,110,46727,05/2022,12499,False,1,12499,tasado,,perfecto
570,872,4224,1,1,115,157641,12/2018,18099,False,1,18099,tasado,,perfecto
905,1425,7760,1,1,105,60790,08/2014,13999,False,1,13999,tasado,,perfecto
235,417,2079,1,1,180,150948,03/2018,16299,False,1,16299,tasado,,perfecto
130,158,857,1,3,224,102496,03/2019,14199,False,1,14199,tasado,,perfecto
905,1444,7902,3,2,95,32215,07/2018,13199,False,1,13199,tasado,,perfecto
390,675,3368,3,1,130,82208,10/2021,16799,False,1,16799,tasado,,perfecto
670,1119,6100,1,3,224,103797,02/2021,16499,False,1,16499,tasado,,perfecto
560,1273,7124,1,2,90,131206,08/2016,9299,False,1,9299,tasado,,perfecto
670,1126,6138,3,2,114,63059,08/2019,9499,False,1,9499,tasado,,perfecto
189,324,1799,3,1,150,84163,09/2022,20999,False,1,20999,tasado,,perfecto
790,1227,6834,3,2,110,37853,06/2023,16099,False,1,16099,tasado,,perfecto
20,6,8,1,2,180,100392,05/2019,15499,False,1,15499,tasado,,perfecto
590,969,5228,1,2,163,92924,06/2019,14699,False,1,14699,tasado,,perfecto
285,505,2483,3,2,125,30058,05/2020,12699,False,1,12699,tasado,,perfecto
905,1425,7753,3,2,110,140756,12/2015,11199,False,1,11199,tasado,,perfecto
225,1005,5385,3,2,115,125674,06/2017,9399,False,1,9399,tasado,,perfecto
670,1126,6140,1,1,131,38894,12/2021,16399,False,1,16399,tasado,,perfecto
189,324,1797,3,2,150,47300,03/2022,21199,False,1,21199,tasado,,perfecto
800,1252,6998,3,2,95,70327,08/2018,9099,False,1,9099,tasado,,perfecto
130,160,941,1,2,185,152784,11/2015,16199,False,1,16199,tasado,,perfecto
580,953,5129,1,2,135,46350,02/2020,19499,False,1,19499,tasado,,perfecto
130,178,1193,1,1,230,133814,07/2017,24699,False,1,24699,tasado,,perfecto
570,881,4387,1,1,135,111723,07/2018,20999,False,1,20999,tasado,,perfecto
860,1392,7570,1,3,222,96192,08/2019,26299,False,1,26299,tasado,,perfecto
194,343,1864,3,2,131,66928,07/2021,14899,False,1,14899,tasado,,perfecto
580,956,5148,3,2,135,67483,07/2020,17199,False,1,17199,tasado,,perfecto
580,958,5176,3,1,90,121175,12/2013,7399,False,1,7399,tasado,,perfecto
580,954,5137,1,2,136,28424,08/2022,21499,False,1,21499,tasado,,perfecto
60,100,589,3,1,116,103257,05/2022,19999,False,1,19999,tasado,,perfecto
720,1175,6466,3,1,90,121388,11/2015,7999,False,1,7999,tasado,,perfecto
40,46,169,1,1,190,27483,06/2020,25499,False,1,25499,tasado,,perfecto
905,1478,8117,1,1,116,84981,12/2019,19399,False,1,19399,tasado,,perfecto
190,272,1512,3,1,110,46220,04/2023,12899,False,1,12899,tasado,,perfecto
800,1259,7056,1,1,150,80234,04/2019,15299,False,1,15299,tasado,,perfecto
225,1029,5473,3,1,116,87402,02/2019,14699,False,1,14699,tasado,,perfecto
790,1227,6834,3,2,95,143048,12/2017,9699,False,1,9699,tasado,,perfecto
280,454,2175,3,2,110,46843,04/2017,10299,False,1,10299,tasado,,perfecto
425,725,3569,3,1,136,79961,10/2021,16299,False,1,16299,tasado,,perfecto
345,602,3003,3,2,85,122874,03/2015,7399,False,1,7399,tasado,,perfecto
225,1028,5466,3,2,115,117576,03/2016,8099,False,1,8099,tasado,,perfecto
380,654,3237,1,1,180,107176,12/2016,15999,False,1,15999,tasado,,perfecto
487,784,3913,1,3,197,122714,06/2020,25099,False,1,25099,tasado,,perfecto
790,1229,6845,1,1,190,154500,12/2016,15299,False,1,15299,tasado,,perfecto
235,416,2073,1,1,131,53271,07/2023,22899,False,1,22899,tasado,,perfecto
190,271,1502,3,1,102,115717,06/2019,8999,False,1,8999,tasado,,perfecto
190,276,1542,3,1,115,125662,03/2016,9499,False,1,9499,tasado,,perfecto
425,725,3569,3,1,136,70445,11/2019,15499,False,1,15499,tasado,,perfecto
670,1106,5975,3,2,101,82501,12/2020,10999,False,1,10999,tasado,,perfecto
130,157,804,1,1,150,25960,01/2024,27299,False,1,27299,tasado,,perfecto
285,510,2529,1,2,125,65918,07/2020,15799,False,1,15799,tasado,,perfecto
800,1256,7018,1,2,116,84735,12/2019,14599,False,1,14599,tasado,,perfecto
130,157,805,1,2,135,74411,10/2019,17199,False,1,17199,tasado,,perfecto
580,956,5154,1,3,225,81916,12/2017,16399,False,1,16399,tasado,,perfecto
650,1069,5699,3,1,131,93937,06/2020,12999,False,1,12999,tasado,,perfecto
190,277,1548,1,2,131,77197,03/2020,10699,False,1,10699,tasado,,perfecto
570,872,4225,1,2,150,20424,06/2024,28099,False,1,28099,tasado,,perfecto
194,350,1923,3,1,90,108733,10/2016,8099,False,1,8099,tasado,,perfecto
570,872,4224,1,1,116,21420,09/2023,26999,False,1,26999,tasado,,perfecto
860,1360,7432,3,2,72,23,10/2025,16099,False,1,16099,tasado,,perfecto
60,78,270,1,2,110,46509,10/2021,19399,False,1,19399,tasado,,perfecto
225,1029,5473,3,1,116,69032,11/2020,16299,False,1,16299,tasado,,perfecto
225,1010,5401,3,2,90,39812,11/2018,9799,False,1,9799,tasado,,perfecto
910,1517,8492,1,1,190,138782,12/2018,22099,False,1,22099,tasado,,perfecto
130,179,1215,1,1,258,103536,10/2015,27599,False,1,27599,tasado,,perfecto
425,727,3590,3,2,79,14642,06/2024,14799,False,1,14799,tasado,,perfecto
225,1010,5410,3,1,90,121875,05/2019,8899,False,1,8899,tasado,,perfecto
225,1029,5477,1,1,130,124413,02/2015,12399,False,1,12399,tasado,,perfecto
905,1444,7904,3,2,70,58246,03/2014,8499,False,1,8499,tasado,,perfecto
720,1174,6441,3,2,91,45666,03/2021,13599,False,1,13599,tasado,,perfecto
190,271,1496,3,2,110,40109,07/2019,8099,False,1,8099,tasado,,perfecto
790,1229,6843,3,2,150,59689,06/2021,17299,False,1,17299,tasado,,perfecto
285,509,2509,3,2,100,50622,12/2015,8399,False,1,8399,tasado,,perfecto
670,1127,6149,3,1,130,108775,05/2021,14099,False,1,14099,tasado,,perfecto
810,1290,7191,3,1,115,107726,06/2019,10599,False,1,10599,tasado,,perfecto
425,694,3450,3,2,120,111027,09/2020,11899,False,1,11899,tasado,,perfecto
20,5,6,3,2,160,82228,05/2019,14899,False,1,14899,tasado,,perfecto
190,278,1555,3,1,120,111767,06/2018,11499,False,1,11499,tasado,,perfecto
130,157,802,1,1,116,67295,05/2020,19699,False,1,19699,tasado,,perfecto
425,711,3506,1,2,67,11467,09/2022,13099,False,1,13099,tasado,,perfecto
60,105,628,1,1,190,155378,07/2017,21699,False,1,21699,tasado,,perfecto
190,275,1529,1,1,131,68131,05/2022,15199,False,1,15199,tasado,,perfecto
650,1055,5573,3,2,131,18795,10/2020,12499,False,1,12499,tasado,,perfecto
390,675,3365,3,2,140,101058,10/2020,13699,False,1,13699,tasado,,perfecto
670,1136,6229,3,1,100,34205,05/2017,13699,False,1,13699,tasado,,perfecto
60,86,415,1,1,190,109427,06/2017,22899,False,1,22899,tasado,,perfecto
190,275,1525,3,2,130,89463,11/2021,11999,False,1,11999,tasado,,perfecto
390,675,3365,3,2,140,94087,10/2020,14499,False,1,14499,tasado,,perfecto
285,520,2630,3,2,160,119219,01/2018,12099,False,1,12099,tasado,,perfecto
425,694,3452,3,2,100,48203,01/2017,10299,False,1,10299,tasado,,perfecto
720,1174,6441,3,2,91,37224,11/2021,13999,False,1,13999,tasado,,perfecto
670,1119,6101,1,2,224,119417,09/2020,18099,False,1,18099,tasado,,perfecto
225,1005,5387,3,2,218,102650,01/2015,15199,False,1,15199,tasado,,perfecto
860,1362,7442,1,3,184,113324,11/2021,21499,False,1,21499,tasado,,perfecto
905,1475,8084,3,1,110,152605,04/2015,11999,False,1,11999,tasado,,perfecto
285,517,2611,3,2,70,124637,05/2018,6399,False,1,6399,tasado,,perfecto
720,1191,6627,3,2,116,71591,10/2019,11499,False,1,11499,tasado,,perfecto
905,1425,7752,3,2,110,97437,06/2018,12699,False,1,12699,tasado,,perfecto
800,1265,7094,1,1,190,152808,09/2016,15399,False,1,15399,tasado,,perfecto
570,899,4652,1,1,150,94321,08/2022,32799,False,1,32799,tasado,,perfecto
650,1078,5770,3,2,140,62439,03/2015,7399,False,1,7399,tasado,,perfecto
860,1362,7442,1,3,184,120191,12/2020,19299,False,1,19299,tasado,,perfecto
570,898,4634,1,2,122,113604,04/2019,18699,False,1,18699,tasado,,perfecto
580,958,5168,3,1,115,83399,02/2016,11199,False,1,11199,tasado,,perfecto
720,1175,6462,1,2,131,85337,09/2020,12699,False,1,12699,tasado,,perfecto
60,75,252,3,1,115,108750,03/2017,11499,False,1,11499,tasado,,perfecto
670,1130,6172,1,1,130,81921,11/2019,18099,False,1,18099,tasado,,perfecto
905,1475,8084,1,1,150,119754,02/2019,22699,False,1,22699,tasado,,perfecto
345,602,3003,3,2,75,69414,07/2019,9599,False,1,9599,tasado,,perfecto
860,1357,7422,3,1,143,138400,01/2016,11899,False,1,11899,tasado,,perfecto
670,1106,5975,3,2,100,62511,09/2021,9799,False,1,9799,tasado,,perfecto
190,267,1468,3,1,100,87109,07/2018,11999,False,1,11999,tasado,,perfecto
